text_id,text_name,quote_id,quote,quote_index,quote_entities,speaker,speaker_index,speaker_coref,speaker_entities,verb,verb_index,quote_token_count,quote_type,is_floating_quote
b96940f0dca170aa3226869dbe555704,CANB1,3,"Some of this could be attributed to language barriers,","(1640, 1694)",[],"Cancer Council NSW policy advocacy manager Brad Gellert.

","(1708, 1766)",,"[('Brad Gellert', 'PERSON'), ('Cancer Council NSW', 'ORG'), ('Gellert', 'PERSON'), ('NSW', 'ORG')]",according to,"(1695, 1707)",10,AccordingTo,False
b96940f0dca170aa3226869dbe555704,CANB1,4,"""Whilst overall cancer survival rates are improving, this research makes it clear that some groups are being left behind","(2248, 2368)",[],Mr Gellert,"(2371, 2381)",Mr Gellert,"[('Gellert', 'PERSON')]",said,"(2382, 2386)",21,QCQSV,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,0,"Many teachers are unsure how to handle conversations about global conflicts in class,","(0, 85)",[],"the Australian Education Union (AEU), which says educators needs better support to guide students through such complex and emotionally charged issues.","(99, 249)",AEU,"[('Australian', 'NORP'), ('AEU', 'ORG'), ('the Australian Education Union', 'ORG')]",according to,"(86, 98)",14,AccordingTo,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,1,educators needs better support to guide students through such complex and emotionally charged issues,"(148, 248)",[],which,"(137, 142)",,[],says,"(143, 147)",14,SVC,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,2,"what the impacts of the the union described as the ""ongoing genocide"" in Gaza are being felt in Australian schools","(322, 436)","[('Gaza', 'GPE'), ('Australian', 'NORP')]",AEU federal president Correna Haythorpe,"(277, 316)",AEU,"[('Haythorpe', 'PERSON'), ('AEU', 'ORG'), ('Correna Haythorpe', 'PERSON')]",said,"(317, 321)",22,SVC,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,3,"some 250 were taken hostage,","(803, 831)",[],Israeli tallies.,"(845, 861)",,"[('Israeli', 'NORP'), ('Israel', 'GPE')]",according to,"(832, 844)",6,AccordingTo,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,4,"More than 54,000 Palestinians have been killed in Israel's subsequent military campaign,","(862, 950)","[('Palestinian', 'NORP'), ('Palestinians', 'NORP'), ('Israel', 'GPE')]",Gaza health authorities.,"(964, 988)",,"[('Gaza', 'GPE')]",according to,"(951, 963)",14,AccordingTo,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,5,"Our members are supporting students from Palestinian, Jewish, and other backgrounds, including refugees, who are grieving, angry, confused or afraid","(1061, 1209)","[('Palestinian', 'NORP'), ('Jewish', 'NORP')]",Haythorpe,"(1212, 1221)",,"[('Haythorpe', 'PERSON')]",said,"(1222, 1226)",26,CSV,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,6,"it urgently called on education ministers and education departments across the country to provide clear, consistent guidance for teachers about how to discuss global conflicts — particularly the war in Gaza — to support students, and ensure that schools remain safe, inclusive and respectful places for all","(1437, 1743)","[('Gaza', 'GPE')]",The AEU,"(1424, 1431)",AEU,"[('AEU', 'ORG')]",said,"(1432, 1436)",50,SVC,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,7,"""Right now, teachers are having to help students make sense of complex, confronting global events, often without the resources or professional guidance needed","(1746, 1904)",[],Haythorpe,"(1907, 1916)",,"[('Haythorpe', 'PERSON')]",said,"(1917, 1921)",27,QCQSV,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,8,"that there is an urgent need for practical classroom resources, including sample lesson plans that present multiple perspectives, and professional development to help teachers handle sensitive topics in a trauma-informed and age-appropriate way","(2178, 2422)",[],The AEU,"(2164, 2171)",,"[('AEU', 'ORG')]",added,"(2172, 2177)",39,SVC,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,9,"""Australian teachers must be given the professional trust, support, and protection they need to teach with courage, care and conscience","(2714, 2849)","[('Australian', 'NORP')]",Haythorpe,"(2852, 2861)",,"[('Haythorpe', 'PERSON')]",said,"(2862, 2866)",24,QCQSV,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,10,The issue was on the agenda of the State School Teachers Union's biannual state council to be held on 13-14 June,"(3140, 3252)","[(""the State School Teachers Union's"", 'ORG')]",The West Australian newspaper,"(3254, 3283)",,"[('West Australian', 'NORP'), ('Australian', 'NORP')]",reported,"(3284, 3292)",24,CSV,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,11,"Many teachers are unsure how to handle conversations about global conflicts in class,","(3311, 3396)",[],"the Australian Education Union (AEU), which says educators needs better support to guide students through such complex and emotionally charged issues.","(3410, 3560)",AEU,"[('Australian', 'NORP'), ('AEU', 'ORG'), ('the Australian Education Union', 'ORG')]",according to,"(3397, 3409)",14,AccordingTo,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,12,educators needs better support to guide students through such complex and emotionally charged issues,"(3459, 3559)",[],which,"(3448, 3453)",,[],says,"(3454, 3458)",14,SVC,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,13,"what the impacts of the the union described as the ""ongoing genocide"" in Gaza are being felt in Australian schools","(3633, 3747)","[('Gaza', 'GPE'), ('Australian', 'NORP')]",AEU federal president Correna Haythorpe,"(3588, 3627)",AEU,"[('Haythorpe', 'PERSON'), ('AEU', 'ORG'), ('Correna Haythorpe', 'PERSON')]",said,"(3628, 3632)",22,SVC,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,14,"some 250 were taken hostage,","(4114, 4142)",[],Israeli tallies.,"(4156, 4172)",,"[('Israeli', 'NORP'), ('Israel', 'GPE')]",according to,"(4143, 4155)",6,AccordingTo,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,15,"More than 54,000 Palestinians have been killed in Israel's subsequent military campaign,","(4173, 4261)","[('Palestinian', 'NORP'), ('Palestinians', 'NORP'), ('Israel', 'GPE')]",Gaza health authorities.,"(4275, 4299)",,"[('Gaza', 'GPE')]",according to,"(4262, 4274)",14,AccordingTo,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,16,"Our members are supporting students from Palestinian, Jewish, and other backgrounds, including refugees, who are grieving, angry, confused or afraid","(4372, 4520)","[('Palestinian', 'NORP'), ('Jewish', 'NORP')]",Haythorpe,"(4523, 4532)",,"[('Haythorpe', 'PERSON')]",said,"(4533, 4537)",26,CSV,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,17,"it urgently called on education ministers and education departments across the country to provide clear, consistent guidance for teachers about how to discuss global conflicts — particularly the war in Gaza — to support students, and ensure that schools remain safe, inclusive and respectful places for all","(4748, 5054)","[('Gaza', 'GPE')]",The AEU,"(4735, 4742)",AEU,"[('AEU', 'ORG')]",said,"(4743, 4747)",50,SVC,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,18,"""Right now, teachers are having to help students make sense of complex, confronting global events, often without the resources or professional guidance needed","(5057, 5215)",[],Haythorpe,"(5218, 5227)",,"[('Haythorpe', 'PERSON')]",said,"(5228, 5232)",27,QCQSV,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,19,"that there is an urgent need for practical classroom resources, including sample lesson plans that present multiple perspectives, and professional development to help teachers handle sensitive topics in a trauma-informed and age-appropriate way","(5489, 5733)",[],The AEU,"(5475, 5482)",,"[('AEU', 'ORG')]",added,"(5483, 5488)",39,SVC,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,20,"""Australian teachers must be given the professional trust, support, and protection they need to teach with courage, care and conscience","(6025, 6160)","[('Australian', 'NORP')]",Haythorpe,"(6163, 6172)",,"[('Haythorpe', 'PERSON')]",said,"(6173, 6177)",24,QCQSV,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,21,The issue was on the agenda of the State School Teachers Union's biannual state council to be held on 13-14 June,"(6451, 6563)","[(""the State School Teachers Union's"", 'ORG')]",The West Australian newspaper,"(6565, 6594)",,"[('West Australian', 'NORP'), ('Australian', 'NORP')]",reported,"(6595, 6603)",24,CSV,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,22,"""The ongoing genocide has brought unspeakable trauma to the children, families and teachers of Gaza. The AEU stands in solidarity with the teachers, students and education unions of Palestine.""","(1229, 1422)","[('Gaza', 'GPE'), ('AEU', 'ORG'), ('Palestine', 'GPE')]",AEU,"(1428, 1431)",AEU,"[('AEU', 'ORG')]",said,"(1432, 1436)",35,Heuristic,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,23,"""They are trying to teach empathy, critical thinking, and civic understanding in a deeply polarised climate, where even raising these issues can attract scrutiny or backlash, from the public, from parents and from education departments.""","(1925, 2162)",[],AEU,"(2168, 2171)",,"[('AEU', 'ORG')]",added,"(2172, 2177)",43,Heuristic,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,24,"""The ongoing genocide has brought unspeakable trauma to the children, families and teachers of Gaza. The AEU stands in solidarity with the teachers, students and education unions of Palestine.""","(4540, 4733)","[('Gaza', 'GPE'), ('AEU', 'ORG'), ('Palestine', 'GPE')]",AEU,"(4739, 4742)",AEU,"[('AEU', 'ORG')]",said,"(4743, 4747)",35,Heuristic,False
225b5d8d1b67eff46dc3dbc01a673cc5,SBS1,25,"""They are trying to teach empathy, critical thinking, and civic understanding in a deeply polarised climate, where even raising these issues can attract scrutiny or backlash, from the public, from parents and from education departments.""","(5236, 5473)",[],AEU,"(5479, 5482)",,"[('AEU', 'ORG')]",added,"(5483, 5488)",43,Heuristic,False
0541abc10a926c2400746eb260d7ce68,GUAR2,0,that although many Australians have access to high quality fresh foods “most do not consume these in the recommended amounts”,"(1120, 1245)","[('Australians', 'NORP'), ('Australia', 'GPE'), ('Australian', 'NORP')]",The paper,"(1103, 1112)",,[],argues,"(1113, 1119)",22,SVC,False
0541abc10a926c2400746eb260d7ce68,GUAR2,1,One-third of food intake comes from highly processed junk foods and beverages and half of Australian adults have a body weight that puts their health at risk,"(1248, 1405)","[('Australian', 'NORP'), ('Australia', 'GPE')]",it,"(1407, 1409)",third,[],said,"(1410, 1414)",29,CSV,False
0541abc10a926c2400746eb260d7ce68,GUAR2,2,Energy drinks also contain large quantities of caffeine and “should not be readily available to those aged under 18 years”,"(1537, 1659)",[],the AMA,"(1661, 1668)",,"[('AMA', 'ORG')]",said,"(1669, 1673)",22,CSV,False
0541abc10a926c2400746eb260d7ce68,GUAR2,3,it was taking the required action to tackle the challenge of obesity and would not make a deal that taxes sugary beverages,"(1709, 1831)",[],the Coalition,"(1686, 1699)",Coalition,[],insisted,"(1700, 1708)",22,SVC,False
0541abc10a926c2400746eb260d7ce68,GUAR2,4,“We do not support a new tax on sugar to address this issue,"(1834, 1893)",[],"a spokesman for the health minister, Greg Hunt,","(1896, 1943)",,"[('Greg Hunt', 'PERSON')]",said,"(1944, 1948)",14,QCQSV,False
0541abc10a926c2400746eb260d7ce68,GUAR2,5,"

In September Turnbull questioned the scope of a proposed sugar tax, noting that: “There is a lot of sugar in a bottle of orange juice … Are you going to put a tax on that?”
","(2079, 2254)","[('Turnbull', 'PERSON')]",Turnbull,"(2254, 2262)",Turnbull,"[('Turnbull', 'PERSON')]",suggested,"(2263, 2272)",42,CSV,False
0541abc10a926c2400746eb260d7ce68,GUAR2,6,to “get up and walk” would solve obesity,"(2340, 2380)",[],Turnbull,"(2254, 2262)",Turnbull,"[('Turnbull', 'PERSON')]",suggested,"(2263, 2272)",10,SVC,False
0541abc10a926c2400746eb260d7ce68,GUAR2,7,"“Advertising and marketing unhealthy food and drink to children should be prohibited altogether, and the loophole that allows children to be exposed to junk food and alcohol advertising during coverage of sporting events must be closed","(2465, 2700)",[],"the president of the AMA, Michael Gannon,","(2703, 2744)",AMA,"[('AMA', 'ORG'), ('Michael Gannon', 'PERSON')]",said,"(2745, 2749)",38,QCQSV,False
0541abc10a926c2400746eb260d7ce68,GUAR2,8,Water should be the default beverage option in all instances where a beverage is provided with a meal,"(2776, 2877)",[],the AMA paper,"(2879, 2892)",,"[('AMA', 'ORG')]",said,"(2893, 2897)",18,CSV,False
0541abc10a926c2400746eb260d7ce68,GUAR2,9,"obesity cost Australia an estimated $8.6bn in 2011-12 in direct and indirect costs such as GP services, hospital care, and absenteeism","(3190, 3324)","[('Australia', 'GPE')]","Its executive manager, Jane Martin,","(3149, 3184)",Obesity Policy Coalition,"[('Jane Martin', 'PERSON')]",said,"(3185, 3189)",26,SVC,False
0541abc10a926c2400746eb260d7ce68,GUAR2,10,a tax on sugary drink combined with a subsidy on fruits and vegetables could save the health sector $3.4bn,"(3354, 3460)",[],Researchers,"(3327, 3338)",,[],suggested,"(3344, 3353)",20,SVC,False
0541abc10a926c2400746eb260d7ce68,GUAR2,11,that 22% of Aboriginal and Torres Strait Islander people live in households that have run out of food and not been able to purchase more at some point in the past 12 months,"(3487, 3659)","[('Torres Strait Islander', 'LOC'), ('Aboriginal', 'ORG')]",The AMA statement,"(3463, 3480)",statement,"[('AMA', 'ORG')]",notes,"(3481, 3486)",34,SVC,False
0541abc10a926c2400746eb260d7ce68,GUAR2,12,that nutrition and food security were important aspects of the Closing the Gap initiatives,"(3669, 3759)","[('Gap', 'ORG')]",It,"(3661, 3663)",statement,[],said,"(3664, 3668)",14,SVC,False
0541abc10a926c2400746eb260d7ce68,GUAR2,13,Outback stores should “prioritise and facilitate access to affordable nutritious foods”,"(3900, 3987)",[],the AMA,"(3989, 3996)",AMA,"[('AMA', 'ORG')]",said,"(3997, 4001)",13,CSV,False
0541abc10a926c2400746eb260d7ce68,GUAR2,14,that state and local governments should identify “food deserts” and work with developers to ensure access to fresh foods is improved,"(4017, 4149)",[],The AMA,"(4004, 4011)",AMA,"[('AMA', 'ORG')]",said,"(4012, 4016)",23,SVC,False
2ff339393fc5725e92fe4e444aac55a2,FINR1,0,"that it had banned an unidentified dermatologist from billing Medicare for one year, after he or she billed Medicare for cosmetic botox and laser treatment","(1628, 1783)","[('Medicare', 'ORG')]",the Professional Services Review agency,"(1579, 1618)",agency,"[('the Professional Services Review', 'ORG')]",reported,"(1619, 1627)",26,SVC,False
2ff339393fc5725e92fe4e444aac55a2,FINR1,1,“I don’t get why everyone is so horrified to hear this,"(2227, 2281)",[],"Megan Barrett, a Victorian general practitioner,","(2290, 2338)",,"[('Megan Barrett', 'PERSON'), ('Victorian', 'NORP')]",wrote,"(2284, 2289)",13,QCQVS,False
2ff339393fc5725e92fe4e444aac55a2,FINR1,2,"“If this $8 billion claim is indeed simply an unsubstantiated guesstimate, then the ‘Medicare rorts’ media campaign is a dishonest attempt to unfairly suggest that GPs are cheating the government at a colossal scale, defrauding Medicare and taxpayers out of a quarter of its budget","(2885, 3166)","[('Medicare', 'ORG')]",Dr Cliff and Dr Berquist,"(3169, 3193)",,"[('Dr Cliff', 'PERSON'), ('Berquist', 'PERSON')]",wrote,"(3194, 3199)",51,QCQSV,False
2ff339393fc5725e92fe4e444aac55a2,FINR1,3,the estimate came from “my decades of extensive experience in this area”,"(3273, 3345)",[],"Margaret Faux, a researcher responsible for the figure,","(3202, 3257)",Margaret Faux,"[('Margaret Faux', 'PERSON')]",said,"(3258, 3262)",14,SVC,False
3427c8322a2abd4704c2ebaa29ec0d29,SBS2,0,"when it comes to getting vaccinated, big and small businesses are speaking with one voice","(170, 259)",[],The Business Council of Australia,"(131, 164)",Business Council,"[('Business Council', 'ORG'), ('The Business Council of Australia', 'ORG')]",says,"(165, 169)",16,SVC,False
3427c8322a2abd4704c2ebaa29ec0d29,SBS2,1,"""Every person we get vaccinated brings us one shot closer to bringing Australians back together and letting us all get on with our lives","(262, 398)","[('Australians', 'NORP')]",Business Council chief executive Jennifer Westacott,"(401, 452)",Jennifer Westacott,"[('Business Council', 'ORG'), ('Jennifer Westacott', 'PERSON')]",said,"(453, 457)",25,QCQSV,False
3427c8322a2abd4704c2ebaa29ec0d29,SBS2,2,"the campaign is supported by Facebook and endorsed by the Council of Small Business Organisations of Australia, the Food and Groceries Council and the Restaurant and Catering Association, along with some of the biggest employers in the country","(469, 712)","[('the Council of Small Business Organisations of Australia', 'ORG'), ('the Restaurant and Catering Association', 'ORG'), ('the Food and Groceries Council', 'ORG'), ('Facebook', 'ORG')]",She,"(460, 463)",Jennifer Westacott,[],said,"(464, 468)",40,SVC,False
3427c8322a2abd4704c2ebaa29ec0d29,SBS2,3,"""This is critical to the economy and the mental health and wellbeing of all Australians","(715, 802)","[('Australians', 'NORP')]",Ms Westacott,"(805, 817)",,"[('Ms Westacott', 'PERSON')]",said,"(818, 822)",16,QCQSV,False
3427c8322a2abd4704c2ebaa29ec0d29,SBS2,4,the updated Doherty modelling released late on Friday underlines the need to be cautious when easing restrictions,"(1046, 1159)","[('Doherty', 'ORG')]",Australian Medical Association president Omar Khorshid,"(986, 1040)",Omar Khorshid,"[('Australian Medical Association', 'ORG'), ('Omar Khorshid', 'PERSON')]",says,"(1041, 1045)",17,SVC,False
3427c8322a2abd4704c2ebaa29ec0d29,SBS2,5,"""When implementing the national plan we must be realistic, careful and test each change and the impact of measures before moving to the next phase, given that there are thousands of COVID-19 cases in the community","(1162, 1375)",[],he,"(1378, 1380)",Omar Khorshid,[],said,"(1381, 1385)",39,QCQSV,False
3427c8322a2abd4704c2ebaa29ec0d29,SBS2,6,"the Doherty modelling does not show the impact on hospitals, which are already under extraordinary pressure","(1405, 1512)","[('Doherty', 'ORG')]",Dr Khorshid,"(1388, 1399)",Dr Khorshid,"[('Dr Khorshid', 'PERSON')]",said,"(1400, 1404)",17,SVC,False
3427c8322a2abd4704c2ebaa29ec0d29,SBS2,7,"""The health system needs to be much better prepared to deal with the growing burden of COVID-19, as well as be able to deliver non-COVID-19 related care","(1515, 1667)",[],he,"(1670, 1672)",Dr Khorshid,[],said,"(1673, 1677)",31,QCQSV,False
3427c8322a2abd4704c2ebaa29ec0d29,SBS2,8,its findings confirm its earlier strategic advice that even high levels of vaccination will not be sufficient to stop COVID-19 in its tracks,"(2105, 2245)",[],The institute,"(2086, 2099)",institute,[],says,"(2100, 2104)",23,SVC,False
3427c8322a2abd4704c2ebaa29ec0d29,SBS2,9,"that as of Saturday, 71.7 per cent of Australians have had one jab, while 46.7 per cent are fully vaccinated with two doses","(2460, 2583)","[('Australians', 'NORP')]",Prime Minister Scott Morrison,"(2415, 2444)",Prime Minister Scott Morrison,"[('Scott Morrison', 'PERSON')]",told,"(2445, 2449)",25,SVC,False
3427c8322a2abd4704c2ebaa29ec0d29,SBS2,10,"the Therapeutic Goods Administration has given the all-clear to a Moderna shipment secured from the European Union, which he expects will be rolled out to 1,800 pharmacies this week","(2599, 2780)","[('Moderna', 'ORG'), ('the European Union', 'ORG'), ('the Therapeutic Goods Administration', 'ORG')]",He,"(2586, 2588)",Prime Minister Scott Morrison,[],said,"(2594, 2598)",32,SVC,False
